Date,ETH,BTC,SPY,BND,VB,VV,VWO,VXUS
9/27/2017,309.85,4200,2507.04,81.93,140.68,114.85,43.11,54.29
9/28/2017,302.33,4189.42,2510.06,81.95,140.98,115.02,43.13,54.42
9/29/2017,291.88,4156.99,2519.36,81.96,141.32,115.4,43.57,54.73
9/30/2017,301.57,4339,N/A,N/A,N/A,N/A,N/A,N/A
10/1/2017,303.25,4394.81,N/A,N/A,N/A,N/A,N/A,N/A
10/2/2017,296.72,4392.71,2529.12,81.76,142.69,115.91,43.61,54.73
10/3/2017,292.36,4307.99,2534.58,81.8,142.99,116.19,44.21,55.04
10/4/2017,292,4214.84,2537.74,81.8,142.88,116.33,44.26,55
10/5/2017,294.89,4320.04,2552.07,81.74,143.25,117,44.54,55.02
10/6/2017,307.73,4362.99,2549.33,81.65,143.06,116.91,44.37,54.95
10/7/2017,311.12,4425,N/A,N/A,N/A,N/A,N/A,N/A
10/8/2017,309.2,4603.49,N/A,N/A,N/A,N/A,N/A,N/A
10/9/2017,297,4769.55,2544.73,81.73,142.6,116.68,44.22,54.94
10/10/2017,297.99,4750,2550.64,81.77,142.77,116.95,44.65,55.42
10/11/2017,302,4814.99,2555.24,81.81,142.79,117.17,44.78,55.67
10/12/2017,302.12,5440,2550.93,81.88,142.85,116.97,44.78,55.62
10/13/2017,335.89,5624.8,2553.17,82.05,142.77,117.11,45.18,55.99
10/14/2017,338.37,5819.13,N/A,N/A,N/A,N/A,N/A,N/A
10/15/2017,336.89,5693.7,N/A,N/A,N/A,N/A,N/A,N/A
10/16/2017,334.36,5754.9,2557.64,81.97,142.74,117.27,45.14,55.93
10/17/2017,316.37,5594,2559.36,81.98,142.54,117.36,44.92,55.78
10/18/2017,313.59,5574.44,2561.26,81.85,142.93,117.45,44.96,55.92
10/19/2017,308.02,5704.01,2562.1,81.89,142.81,117.51,44.63,55.69
10/20/2017,303.15,5989.1,2575.21,81.69,143.6,118.11,44.81,55.66
10/21/2017,300,6024.86,N/A,N/A,N/A,N/A,N/A,N/A
10/22/2017,295.14,6005.05,N/A,N/A,N/A,N/A,N/A,N/A
10/23/2017,285.83,5905.99,2564.98,81.76,142.72,117.69,44.41,55.51
10/24/2017,296.99,5525.43,2569.13,81.62,142.99,117.85,44.53,55.61
10/25/2017,296.76,5739.97,2557.15,81.55,142.16,117.29,44.43,55.41
10/26/2017,295.98,5891.61,2560.4,81.45,142.7,117.43,44.2,55.33
10/27/2017,297.59,5780,2581.07,81.63,143.59,118.38,44.74,55.55
10/28/2017,295.11,5752.01,N/A,N/A,N/A,N/A,N/A,N/A
10/29/2017,303.38,6140.01,N/A,N/A,N/A,N/A,N/A,N/A
10/30/2017,306.87,6124.16,2572.83,81.82,142.55,117.95,44.38,55.58
10/31/2017,303.51,6445.01,2575.26,81.77,143.53,118.12,44.63,55.84
11/1/2017,290.82,6783.69,2579.36,81.65,142.95,118.29,44.74,56.02
11/2/2017,285.4,7039.98,2579.85,81.73,143.22,118.3,44.88,56.14
11/3/2017,306,7170.01,2587.84,81.8,143.49,118.67,44.62,56.03
11/4/2017,301.66,7412.55,N/A,N/A,N/A,N/A,N/A,N/A
11/5/2017,296.57,7392,N/A,N/A,N/A,N/A,N/A,N/A
11/6/2017,297.32,6969.76,2591.13,81.86,143.89,118.83,45.05,56.22
11/7/2017,292.42,7126.63,2590.64,81.89,142.79,118.78,44.77,56.01
11/8/2017,307.91,7467.96,2594.38,81.83,143.09,118.96,44.93,56.22
11/9/2017,320.72,7156,2584.62,81.75,142.26,118.56,44.76,55.88
11/10/2017,298.04,6577.62,2582.3,81.42,142.36,118.51,44.59,55.73
11/11/2017,315.69,6346.7,N/A,N/A,N/A,N/A,N/A,N/A
11/12/2017,307.1,5886.35,N/A,N/A,N/A,N/A,N/A,N/A
11/13/2017,315.56,6535.87,2584.84,81.43,142.38,118.63,44.5,55.48
11/14/2017,335.04,6605,2578.87,81.53,142.02,118.37,44.2,55.42
11/15/2017,331.81,7294,2564.62,81.72,141.35,117.76,43.84,55.11
11/16/2017,330.21,7838.53,2585.64,81.61,143.1,118.76,44.62,55.74
11/17/2017,332.31,7714.71,2578.85,81.69,143.58,118.45,44.87,55.69
11/18/2017,346.6,7777.01,N/A,N/A,N/A,N/A,N/A,N/A
11/19/2017,354.59,8031.82,N/A,N/A,N/A,N/A,N/A,N/A
11/20/2017,368.24,8256.01,2582.14,81.64,144.27,118.65,45.06,55.78
11/21/2017,361.51,8109,2599.03,81.71,145.5,119.46,45.62,56.23
11/22/2017,381.73,8250,2597.08,81.88,145.45,119.35,45.77,56.39
11/23/2017,406.61,8031.16,N/A,N/A,N/A,N/A,N/A,N/A
11/24/2017,470.98,8215.01,N/A,N/A,N/A,N/A,N/A,N/A
11/25/2017,466.77,8795.5,N/A,N/A,N/A,N/A,N/A,N/A
11/26/2017,473.99,9401.11,N/A,N/A,N/A,N/A,N/A,N/A
11/27/2017,477.53,9768.71,2601.42,81.83,145.07,119.58,45.13,56.27
11/28/2017,468.52,9949,2627.04,81.83,146.85,120.75,45.4,56.61
11/29/2017,434.01,9935.98,2626.07,81.63,147.2,120.7,44.77,56.22
11/30/2017,434,9903,2647.58,81.51,147.91,121.64,44.48,56.19
12/1/2017,463.82,10869.84,2642.22,81.56,147.63,121.47,44.05,56.1
12/2/2017,460.34,10930.24,N/A,N/A,N/A,N/A,N/A,N/A
12/3/2017,464.76,11290,N/A,N/A,N/A,N/A,N/A,N/A
12/4/2017,468.22,11643.98,2639.44,81.57,147.18,121.31,44.2,55.9
12/5/2017,457.3,11718.35,2629.57,81.67,145.96,120.86,44.13,55.82
12/6/2017,432.49,14090,2629.27,81.76,145.31,120.88,43.58,55.5
12/7/2017,433.28,17390.01,2636.98,81.65,146.49,121.27,43.64,55.64
12/8/2017,463.45,16367.03,2651.5,81.62,146.83,121.96,44.14,55.98
12/9/2017,485.04,15309.98,N/A,N/A,N/A,N/A,N/A,N/A
12/10/2017,447.51,15290.01,N/A,N/A,N/A,N/A,N/A,N/A
12/11/2017,518,16885.76,2659.99,81.56,146.77,122.36,44.43,56.1
12/12/2017,686.82,17730.12,2664.11,81.55,146.32,122.58,44.11,56.08
12/13/2017,711.94,16689.61,2662.85,81.78,146.7,122.52,44.59,56.39
12/14/2017,705.01,16749.78,2652.01,81.81,145.29,122.03,44.31,56.13
12/15/2017,693.5,17738.67,2675.81,81.82,146.95,123.07,44.43,56.1
12/16/2017,703.59,19650.01,N/A,N/A,N/A,N/A,N/A,N/A
12/17/2017,732.18,19378.99,N/A,N/A,N/A,N/A,N/A,N/A
12/18/2017,785.65,19039.01,2690.16,81.69,148.66,123.84,44.89,56.74
12/19/2017,826.65,17838.73,2681.47,81.44,147.9,123.36,44.77,56.57
12/20/2017,802.86,16496.89,2679.25,81.28,148.12,123.3,44.83,56.56
12/21/2017,796.98,15758.8,2684.57,81.33,147.93,122.96,45.06,56.3
12/22/2017,682.11,14210.57,2683.34,81.37,147.91,122.89,45.43,56.47
12/23/2017,732.8,15075.89,N/A,N/A,N/A,N/A,N/A,N/A
12/24/2017,697.04,14221.94,N/A,N/A,N/A,N/A,N/A,N/A
12/25/2017,740.5,14171.98,N/A,N/A,N/A,N/A,N/A,N/A
12/26/2017,755.07,15790.88,2680.5,81.24,148.1,122.77,45.48,56.5
12/27/2017,739.99,15367.08,2682.62,81.49,148.14,122.87,45.47,56.6
12/28/2017,719.5,14450.01,2687.54,81.44,148.64,123.08,45.69,56.7
12/29/2017,748.89,14565.05,2673.61,81.57,147.8,122.58,45.91,56.81
12/30/2017,710.58,12839.99,N/A,N/A,N/A,N/A,N/A,N/A
12/31/2017,741.27,13863.13,N/A,N/A,N/A,N/A,N/A,N/A
1/1/2018,759.03,13480.01,N/A,N/A,N/A,N/A,N/A,N/A
1/2/2018,865,14781.51,2695.81,81.34,148.98,123.49,46.7,57.38
1/3/2018,938.31,15098.14,2713.06,81.41,149.26,124.28,47.15,57.78
1/4/2018,949,15144.99,2723.99,81.37,149.46,124.8,47.44,58.26
1/5/2018,969.27,16960.01,2743.15,81.26,150.01,125.6,47.86,58.65
1/6/2018,1006.68,17098.99,N/A,N/A,N/A,N/A,N/A,N/A
1/7/2018,1118.3,16174.22,N/A,N/A,N/A,N/A,N/A,N/A
1/8/2018,1137.01,14993.74,2747.71,81.27,150.39,125.88,47.87,58.62
1/9/2018,1290.01,14480.99,2751.29,81.03,150.32,126.17,47.86,58.67
1/10/2018,1246.94,14875.18,2748.23,81.04,150.02,125.98,47.65,58.47
1/11/2018,1137.01,13308.06,2767.56,81.04,152.22,126.85,47.96,58.84
1/12/2018,1260,13820,2786.24,81.03,152.71,127.71,48.47,59.41
1/13/2018,1386.02,14187.95,N/A,N/A,N/A,N/A,N/A,N/A
1/14/2018,1365.46,13656.23,N/A,N/A,N/A,N/A,N/A,N/A
1/15/2018,1278.63,13590,N/A,N/A,N/A,N/A,N/A,N/A
1/16/2018,1080,11570.01,2776.42,81.09,151.09,127.28,48.23,59.35
1/17/2018,1028.06,11200.01,2802.56,81,152.35,128.46,48.91,59.76
1/18/2018,1025.78,11305.53,2798.03,80.84,151.58,128.3,48.99,59.69
1/19/2018,1037.45,11498.99,2810.3,80.67,153.36,128.87,49.45,59.96
1/20/2018,1150.02,12762.8,N/A,N/A,N/A,N/A,N/A,N/A
1/21/2018,1047.13,11518.17,N/A,N/A,N/A,N/A,N/A,N/A
1/22/2018,999.68,10766.7,2832.97,80.61,154.38,129.93,49.85,60.29
1/23/2018,984.03,10824.94,2839.13,80.82,154.97,130.23,50.03,60.53
1/24/2018,1056.99,11356.79,2837.54,80.73,154.31,130.16,50.49,60.79
1/25/2018,1040,11118,2839.25,80.95,154.27,130.21,50.31,60.57
1/26/2018,1045.57,11086.89,2872.87,80.8,155.07,131.68,50.98,61.17
1/27/2018,1100,11319,N/A,N/A,N/A,N/A,N/A,N/A
1/28/2018,1215.01,11536,N/A,N/A,N/A,N/A,N/A,N/A
1/29/2018,1162.27,11123.01,2853.53,80.69,153.94,130.85,50.18,60.54
1/30/2018,1054.39,9995,2822.43,80.54,152.32,129.45,49.54,59.97
1/31/2018,1105.01,10099.99,2823.81,80.56,151.78,129.58,49.84,60.06
2/1/2018,1017.48,9014.23,2821.98,80.16,152.15,129.51,49.37,60.01
2/2/2018,911.99,8787.52,2762.13,79.92,149.31,126.7,48.26,58.7
2/3/2018,969.4,9240,N/A,N/A,N/A,N/A,N/A,N/A
2/4/2018,826,8167.91,N/A,N/A,N/A,N/A,N/A,N/A
2/5/2018,693.54,6905.19,2648.94,80.27,143.75,121.5,46.71,56.34
2/6/2018,783.83,7688.46,2695.14,80.01,145.23,123.69,47.87,57.7
2/7/2018,750.04,7575.75,2681.66,79.83,145.21,123.09,46.51,56.66
2/8/2018,812,8218.1,2581,79.77,140.43,118.59,44.96,55.1
2/9/2018,875.99,8671.01,2619.55,79.57,141.91,120.37,45.64,55.62
2/10/2018,849.47,8547.49,N/A,N/A,N/A,N/A,N/A,N/A
2/11/2018,811.35,8072.99,N/A,N/A,N/A,N/A,N/A,N/A
2/12/2018,864.4,8872.28,2656,79.59,143.43,121.98,46.27,56.4
2/13/2018,840.49,8520.01,2662.94,79.66,143.85,122.36,46.63,56.4
2/14/2018,920.26,9472.98,2698.63,79.4,146.43,124.06,47.59,57.41
2/15/2018,929.3,10031.23,2731.2,79.48,147.99,125.53,48.48,57.92
2/16/2018,936.02,10167.49,2732.22,79.65,148.35,125.6,48.3,58
2/17/2018,974.99,11121.5,N/A,N/A,N/A,N/A,N/A,N/A
2/18/2018,912.41,10380.04,N/A,N/A,N/A,N/A,N/A,N/A
2/19/2018,939.01,11140,N/A,N/A,N/A,N/A,N/A,N/A
2/20/2018,884.76,11235.57,2716.26,79.57,147.4,124.8,47.87,57.37
2/21/2018,840.34,10454.27,2701.33,79.27,147.03,124.16,47.81,57.23
2/22/2018,806,9830,2703.96,79.37,146.94,124.26,47.87,57.49
2/23/2018,854.01,10144.99,2747.3,79.58,148.83,126.28,48.65,58.12
2/24/2018,833.2,9688.62,N/A,N/A,N/A,N/A,N/A,N/A
2/25/2018,841.96,9597.99,N/A,N/A,N/A,N/A,N/A,N/A
2/26/2018,867.09,10300,2779.6,79.62,149.58,127.73,49.11,58.56
2/27/2018,871.07,10566.57,2744.28,79.45,147.51,126.14,47.79,57.56
2/28/2018,849.99,10307.27,2713.83,79.55,145.77,124.77,47.17,56.91
3/1/2018,868.74,10895.92,2677.67,79.52,145.17,123.13,47.16,56.32
3/2/2018,854.31,11000,2691.25,79.37,147,123.82,47.28,56.48
3/3/2018,854.34,11432.5,N/A,N/A,N/A,N/A,N/A,N/A
3/4/2018,861.74,11469.9,N/A,N/A,N/A,N/A,N/A,N/A
3/5/2018,848.83,11377.54,2720.94,79.32,148.51,125.22,47.42,56.71
3/6/2018,815.43,10700,2728.12,79.35,149.9,125.57,47.56,57.14
3/7/2018,751.38,9925,2726.8,79.33,150.7,125.53,47.55,57.08
3/8/2018,698.83,9304.89,2738.97,79.42,150.6,126.09,47.58,57.2
3/9/2018,728.46,9255,2786.57,79.32,152.88,128.28,48.43,57.74
3/10/2018,683.6,8795.44,N/A,N/A,N/A,N/A,N/A,N/A
3/11/2018,719.79,9533.88,N/A,N/A,N/A,N/A,N/A,N/A
3/12/2018,696.51,9120,2783.02,79.4,153.1,128.12,48.6,57.84
3/13/2018,690.39,9145.41,2765.31,79.42,152.43,127.3,48.13,57.43
3/14/2018,614.63,8207.02,2749.48,79.59,151.59,126.66,48.19,57.58
3/15/2018,610.99,8259.99,2747.33,79.6,151.02,126.55,48,57.5
3/16/2018,600.51,8275,2752.01,79.53,151.77,126.67,47.85,57.39
3/17/2018,549.79,7857.6,N/A,N/A,N/A,N/A,N/A,N/A
3/18/2018,538,8192,N/A,N/A,N/A,N/A,N/A,N/A
3/19/2018,555.55,8589,2712.92,79.47,150.29,124.99,47.4,56.89
3/20/2018,558,8900,2716.94,79.37,150.42,125.18,47.81,57.07
3/21/2018,559.98,8891.81,2711.93,79.37,151.03,124.97,48.07,57.23
3/22/2018,539.89,8715.09,2643.69,79.5,147.19,121.31,46.55,55.99
3/23/2018,543.04,8927.1,2588.26,79.52,144.37,118.75,45.87,55.35
